country,reach,employment,temp_contract,autonomy_selection,autonomy_emphasis,ethics_1,ethics_2,ethics_3,ethics_4,work_experience,trust_parliament,trust_government,trust_parties,trust_politicians
UK,National,Full-time,Permanent,5,5,1,3,2,2,15,1,1,1,1
Switzerland,National,Full-time,Permanent,4,4,1,5,4,2,15,4,4,3,3
UK,Transnational,Full-time,Permanent,4,4,1,4,4,5,7,2,2,2,2
Germany,Regional,Freelancer,NA,4,3,1,2,2,1,19,4,2,3,3
Germany,Local,Full-time,Permanent,4,4,1,2,1,2,17,3,2,1,3
Denmark,National,Full-time,Permanent,4,4,2,2,2,2,8,3,3,3,3
Denmark,Local,Full-time,Permanent,3,3,1,3,2,5,7,4,2,2,3
Switzerland,Regional,Full-time,Permanent,3,4,3,5,3,2,1,3,3,1,1
Switzerland,National,Full-time,Permanent,4,4,1,5,3,3,18,4,4,3,3
Austria,National,Full-time,Permanent,4,4,1,5,3,2,39,4,2,2,1
Switzerland,Local,Part-time,Permanent,4,4,2,2,1,2,35,3,3,2,2
Austria,Regional,Full-time,Permanent,4,4,2,3,2,2,5,3,3,3,3
Austria,Regional,Part-time,Permanent,4,4,2,3,2,2,9,3,3,2,2
Germany,National,Full-time,Permanent,3,4,1,2,2,1,4,2,2,2,2
Austria,Regional,Part-time,Permanent,3,4,3,4,2,4,15,4,3,3,2
UK,National,Part-time,Permanent,3,4,1,5,5,3,15,4,4,3,3
Switzerland,National,Full-time,Permanent,4,4,2,4,2,3,10,3,2,3,2
Austria,Regional,Full-time,Permanent,4,5,1,2,1,2,8,3,2,2,2
Switzerland,National,Full-time,Permanent,3,4,2,3,2,3,4,3,3,2,3
Switzerland,Regional,Full-time,Permanent,4,4,2,3,2,4,21,5,4,4,4
Switzerland,National,Full-time,Permanent,4,4,1,5,5,1,22,3,3,3,3
UK,National,Full-time,Permanent,3,3,2,5,4,5,8,3,3,2,2
Germany,National,Full-time,Permanent,4,4,2,3,1,2,25,4,4,2,3
UK,Regional,Full-time,Temporary,3,3,1,5,4,4,5,2,2,2,2
Denmark,Regional,Full-time,Permanent,5,5,1,4,2,1,26,3,3,3,3
Denmark,Regional,Full-time,Permanent,4,4,2,3,2,3,5,4,3,3,3
UK,National,Full-time,Permanent,3,2,2,4,2,4,3,3,2,2,2
Denmark,National,Full-time,NA,2,2,1,4,5,4,19,2,3,2,2
Denmark,Regional,Full-time,Permanent,4,5,1,1,2,3,10,2,3,2,3
Germany,Local,Full-time,Permanent,4,5,2,2,1,2,22,4,4,3,3
Denmark,National,Full-time,Permanent,4,4,1,3,1,1,23,4,3,2,3
Denmark,Regional,Full-time,Permanent,4,5,2,4,2,2,10,2,2,2,2
Austria,National,Part-time,Permanent,4,4,1,4,3,2,24,2,3,2,2
Denmark,National,Freelancer,NA,2,3,1,2,1,3,4,1,1,1,1
Denmark,Regional,Full-time,Permanent,4,4,1,2,2,4,25,3,3,1,2
Denmark,National,Full-time,Permanent,4,3,3,2,2,4,32,3,2,2,2
Germany,Regional,Full-time,Permanent,5,5,1,5,5,4,25,4,4,3,3
Austria,National,Full-time,Permanent,4,4,1,1,1,1,25,3,3,3,3
Switzerland,National,Full-time,Permanent,5,5,1,4,2,3,29,3,3,2,2
Switzerland,National,Full-time,Permanent,4,5,1,2,2,3,14,4,4,3,3
Austria,National,Full-time,Permanent,5,5,1,1,1,2,25,2,2,2,2
Austria,National,Full-time,Permanent,4,5,1,2,1,1,35,4,4,3,2
Denmark,National,Freelancer,NA,1,3,1,1,1,1,20,4,3,3,3
Denmark,National,Full-time,Permanent,5,5,2,5,4,2,5,3,2,2,2
Germany,Regional,Full-time,Permanent,4,5,2,4,2,2,5,3,3,4,3
Denmark,National,Full-time,Permanent,5,5,5,1,1,1,27,3,3,2,3
Switzerland,Regional,Full-time,Permanent,4,5,1,2,2,1,1,4,4,2,3
Switzerland,Local,Freelancer,NA,3,4,1,1,1,1,19,2,3,2,2
Denmark,Local,Full-time,Permanent,4,3,2,5,5,5,7,2,1,1,1
Switzerland,National,Part-time,Permanent,4,4,3,3,3,2,18,3,3,2,2
UK,Transnational,Full-time,Permanent,4,4,2,5,3,3,2,2,2,2,2
Switzerland,National,Part-time,Permanent,2,1,2,3,2,3,2,4,4,3,3
Austria,Regional,Full-time,Permanent,5,4,1,2,1,1,22,2,3,2,3
Germany,Regional,Full-time,Temporary,4,4,1,5,1,1,27,5,4,3,3
UK,Transnational,Full-time,Permanent,4,4,1,4,2,2,16,4,4,3,3
Germany,Local,Full-time,Permanent,3,5,1,2,1,2,18,4,4,4,4
Austria,Regional,Full-time,Permanent,4,4,1,2,2,2,6,2,2,2,2
Denmark,National,Full-time,Permanent,4,4,3,5,4,5,44,2,1,2,1
Austria,National,Full-time,Permanent,4,5,1,5,1,1,18,2,2,1,2
Germany,Local,Full-time,Permanent,5,5,1,2,1,3,40,3,4,3,3
Denmark,National,Full-time,Permanent,3,4,4,2,2,4,4,1,1,1,1
Denmark,National,Freelancer,NA,4,4,2,2,2,4,15,3,4,3,3
Switzerland,National,Part-time,Permanent,3,3,1,4,2,3,2,4,4,3,3
Germany,Local,Full-time,Temporary,4,5,1,5,1,1,3,5,5,3,3
Switzerland,Local,Full-time,Permanent,4,4,1,4,2,2,5,3,4,2,2
Germany,Local,Full-time,Permanent,4,5,3,3,2,3,35,3,3,3,3
Denmark,National,Full-time,Permanent,5,4,4,5,5,5,3,2,3,2,2
Austria,National,Full-time,Permanent,5,5,1,2,2,1,25,3,3,2,3
Germany,Local,Full-time,Permanent,4,4,2,2,2,1,25,3,3,3,3
Denmark,Regional,Full-time,Permanent,5,5,5,1,1,1,32,4,2,2,2
Switzerland,Regional,Full-time,Permanent,5,5,1,1,4,1,35,2,3,2,2
Switzerland,Local,Full-time,Permanent,4,4,2,2,3,2,15,4,4,3,3
UK,Transnational,Full-time,Permanent,5,5,1,4,2,3,23,2,2,2,2
Denmark,National,Freelancer,NA,1,1,1,4,4,2,21,4,2,2,3
Austria,National,Full-time,Permanent,4,4,1,4,5,2,5,2,2,2,2
UK,National,Freelancer,NA,3,5,1,5,3,3,20,3,3,3,3
Switzerland,Regional,Full-time,Permanent,4,4,4,5,4,1,23,3,3,2,2
Denmark,National,Full-time,Permanent,4,4,4,4,3,4,4,3,2,3,3
Germany,Local,Full-time,Permanent,3,5,2,4,4,3,25,5,4,3,3
Switzerland,Regional,Full-time,Permanent,4,4,2,4,2,3,25,4,4,2,3
Denmark,National,Full-time,NA,4,4,4,2,4,4,30,2,2,3,2
UK,Transnational,Full-time,Permanent,5,5,1,5,3,3,36,4,3,2,2
Switzerland,Local,Part-time,Permanent,4,4,2,5,2,2,7,4,5,3,3
Austria,Regional,Full-time,Permanent,4,4,1,3,3,2,6,1,1,1,1
Denmark,National,Freelancer,NA,3,4,4,2,4,4,27,4,3,3,3
Denmark,Regional,Part-time,Permanent,3,4,1,3,3,4,16,2,2,1,1
UK,Transnational,Full-time,Permanent,5,5,1,2,4,2,15,4,3,3,3
Denmark,National,Full-time,Permanent,5,5,1,4,4,4,22,3,3,2,2
Austria,Regional,Full-time,Permanent,4,5,1,2,1,2,20,3,2,2,3
Austria,Regional,Full-time,Permanent,4,4,1,4,2,2,5,4,2,2,3
Switzerland,Regional,Part-time,Permanent,3,3,3,3,2,3,14,3,2,3,3
Denmark,Regional,Full-time,Permanent,4,4,1,2,1,2,15,3,4,2,2
Denmark,National,Full-time,Permanent,4,4,3,5,4,3,22,2,1,1,1
Denmark,Transnational,Freelancer,NA,5,4,1,3,5,5,10,1,1,1,1
Germany,National,Full-time,Permanent,3,4,2,3,2,2,4,4,3,2,2
Denmark,Regional,Full-time,Permanent,5,5,5,5,5,5,6,3,3,3,3
Denmark,Regional,Full-time,Permanent,4,4,2,5,4,5,43,3,3,1,2
Switzerland,Transnational,Full-time,Permanent,4,4,1,3,4,1,30,3,3,3,3
Austria,Regional,Full-time,Permanent,4,5,1,3,2,2,45,2,1,1,2
Denmark,National,Full-time,Permanent,3,3,2,2,2,5,12,3,1,1,1
Switzerland,Regional,Part-time,Permanent,4,5,1,5,2,3,4,4,4,3,3
Switzerland,National,Full-time,Permanent,3,4,1,3,2,3,6,3,3,3,3
Austria,National,Full-time,Permanent,3,4,1,2,2,1,19,2,2,2,2
Switzerland,Local,Full-time,Permanent,4,4,1,4,4,2,24,4,4,3,4
Denmark,National,Full-time,Permanent,3,2,2,2,2,4,8,3,2,4,3
Denmark,Regional,Full-time,Temporary,3,3,2,3,3,4,8,3,3,3,3
Austria,Regional,Full-time,Permanent,4,5,1,4,2,2,3,4,4,3,3
Switzerland,National,Full-time,Permanent,5,5,1,2,2,2,29,3,3,3,3
Denmark,National,Freelancer,NA,4,5,2,2,4,4,22,2,2,2,2
Austria,National,Full-time,Permanent,4,4,1,2,3,3,20,4,4,3,3
Denmark,Regional,Full-time,Permanent,4,5,2,2,1,4,23,3,3,2,2
Switzerland,Regional,Part-time,Permanent,4,3,2,3,2,1,3,3,3,3,3
Germany,Local,Full-time,Permanent,5,5,1,3,3,4,15,4,3,2,2
Austria,National,Full-time,Permanent,5,5,2,3,1,4,19,2,3,2,2
Switzerland,National,Part-time,NA,4,3,2,2,1,2,20,3,3,3,2
Germany,Regional,Full-time,Permanent,5,5,1,3,3,1,31,3,3,2,2
Denmark,Regional,Full-time,Permanent,5,5,2,2,3,4,25,4,3,2,3
Denmark,National,Full-time,Permanent,3,3,2,2,4,4,3,2,1,1,1
UK,Regional,Part-time,Permanent,3,3,1,5,4,3,20,3,3,3,3
Germany,Regional,Full-time,Permanent,4,5,1,4,2,1,36,5,4,3,3
Germany,Regional,Full-time,Permanent,4,4,3,4,2,1,20,1,2,1,1
Switzerland,Local,Full-time,Permanent,4,4,2,2,1,2,12,3,3,2,3
Denmark,Regional,Full-time,Permanent,5,5,2,5,4,4,24,4,3,3,3
Austria,National,Part-time,Permanent,3,4,1,4,4,3,25,4,4,3,3
Germany,National,Full-time,Permanent,4,5,1,2,4,2,40,4,4,3,3
Denmark,Regional,Full-time,Temporary,4,4,4,4,4,3,3,4,3,3,3
Germany,Local,Freelancer,NA,4,4,1,4,4,3,5,4,4,3,3
Denmark,National,Full-time,Permanent,4,4,1,3,2,1,22,2,2,2,2
Denmark,Regional,Full-time,Permanent,4,4,1,4,5,4,10,2,2,2,3
UK,Transnational,Full-time,Permanent,4,4,2,4,4,4,14,3,3,3,3
UK,Transnational,Full-time,Permanent,2,3,1,4,1,4,3,1,1,1,1
Switzerland,National,Full-time,Permanent,4,4,3,4,3,2,36,3,2,2,2
Denmark,National,Part-time,Permanent,5,5,1,5,2,5,42,3,3,2,2
Denmark,National,Full-time,Permanent,5,4,2,2,2,4,29,3,3,2,2
Germany,Regional,Full-time,Permanent,5,5,2,4,1,2,35,3,3,3,3
Denmark,Regional,Full-time,Permanent,4,4,1,1,1,1,40,5,3,2,3
Switzerland,Regional,Full-time,Permanent,5,4,2,5,5,3,2,2,2,2,2
Austria,National,Full-time,Permanent,5,4,1,3,2,1,9,4,4,3,3
Switzerland,Regional,Full-time,Permanent,4,4,1,4,2,2,7,4,4,3,3
Switzerland,Local,Full-time,Permanent,4,4,2,4,2,4,2,3,3,3,3
Switzerland,Local,Full-time,Permanent,4,4,3,5,3,5,2,3,4,2,2
Switzerland,Regional,Part-time,Permanent,4,4,1,4,2,4,5,4,4,2,3
Germany,National,Full-time,Permanent,3,2,1,2,1,2,8,3,2,2,2
Switzerland,National,Full-time,Permanent,4,4,1,4,3,4,30,2,3,2,2
Denmark,National,Full-time,Permanent,4,3,1,1,5,1,35,3,3,3,3
UK,National,Full-time,Permanent,4,4,1,2,4,4,26,3,3,3,3
Austria,National,Full-time,Permanent,4,4,1,2,2,2,25,4,4,3,3
Germany,Local,Freelancer,NA,2,2,1,4,3,1,15,3,3,3,3
Denmark,National,Freelancer,NA,4,3,1,2,2,4,15,5,4,2,3
Switzerland,National,Full-time,Temporary,3,5,1,3,2,1,3,2,2,3,3
UK,Local,Full-time,Permanent,5,5,2,4,4,2,20,3,3,3,3
Germany,Regional,Full-time,Permanent,3,3,2,2,1,2,15,4,3,2,2
Germany,Local,Full-time,Permanent,5,4,2,5,3,4,17,4,3,3,2
Austria,Regional,Full-time,Permanent,4,4,1,1,1,1,16,3,3,3,3
Denmark,National,Freelancer,NA,4,4,1,1,1,3,10,3,3,3,3
Switzerland,Regional,Freelancer,NA,4,3,2,2,2,2,12,3,3,2,3
Switzerland,Regional,Part-time,Permanent,4,4,2,2,2,1,13,3,2,3,3
Germany,National,Freelancer,NA,4,5,1,2,2,1,31,4,4,4,3
Germany,National,Full-time,Permanent,5,5,2,2,1,3,10,4,3,4,4
UK,National,Freelancer,NA,NA,4,2,4,4,5,8,3,3,3,3
Denmark,Local,Freelancer,NA,5,4,3,4,3,4,40,2,2,2,2
Switzerland,Regional,Full-time,Permanent,4,4,1,3,1,2,15,5,5,3,3
Denmark,Regional,Full-time,Temporary,4,4,1,2,2,3,4,2,2,2,2
Denmark,National,Full-time,Permanent,2,3,1,2,4,3,10,4,3,3,3
Switzerland,Regional,Full-time,Permanent,4,5,2,4,2,4,18,4,4,3,3
Germany,Regional,Full-time,Permanent,3,4,1,2,2,1,6,4,4,3,3
Denmark,National,Full-time,Permanent,4,4,2,4,4,4,34,4,3,3,3
Denmark,National,Freelancer,NA,4,4,1,1,2,4,39,2,2,1,1
Austria,National,Full-time,Permanent,5,5,2,2,4,1,11,1,3,2,1
UK,Transnational,Full-time,Permanent,4,5,1,1,1,3,28,3,2,2,2
Denmark,Local,Freelancer,NA,1,4,1,2,4,1,30,3,3,3,2
Denmark,National,Full-time,Permanent,4,4,4,3,3,4,17,3,3,3,3
Switzerland,National,Part-time,Permanent,4,4,1,3,2,2,15,4,4,3,4
Denmark,Regional,Full-time,Permanent,3,3,2,4,4,2,38,3,2,2,2
Austria,Regional,Full-time,Permanent,4,4,1,3,1,2,16,4,3,3,4
Switzerland,National,Full-time,Permanent,5,5,1,2,2,3,13,2,3,1,1
Denmark,National,Freelancer,NA,4,4,4,4,4,4,24,3,3,3,2
Denmark,National,Freelancer,NA,4,4,3,4,4,4,10,3,2,1,2
Switzerland,National,Part-time,Permanent,3,4,1,1,2,1,30,4,4,2,2
Germany,Local,Full-time,Permanent,5,5,1,4,3,3,22,3,3,3,3
Denmark,National,Full-time,Permanent,5,5,2,5,2,5,12,2,3,2,2
Germany,Regional,Full-time,Permanent,3,3,1,4,2,1,10,4,4,4,4
Denmark,National,Freelancer,NA,4,4,1,2,2,4,11,3,2,1,2
Denmark,National,Full-time,Permanent,2,2,1,4,4,4,25,3,3,3,2
Denmark,National,Full-time,Permanent,5,4,3,1,1,1,27,3,1,1,3
Switzerland,Regional,Full-time,Permanent,4,4,1,2,1,2,5,3,3,3,1
Denmark,National,Full-time,Permanent,3,4,5,5,4,4,5,2,2,3,3
Switzerland,National,Full-time,Permanent,4,4,2,4,3,3,10,2,2,2,2
Denmark,Regional,Full-time,Permanent,4,4,2,1,1,1,27,4,2,3,3
UK,Transnational,Full-time,Permanent,4,3,1,4,1,3,20,4,4,4,4
Austria,National,Part-time,Permanent,4,5,1,2,2,2,20,2,2,2,2
UK,Regional,Freelancer,NA,5,5,2,4,4,4,4,2,1,2,2
Denmark,Regional,Full-time,Permanent,3,4,4,5,4,5,2,4,4,3,4
UK,Transnational,Full-time,Permanent,1,3,1,4,2,2,34,2,2,2,2
Switzerland,Local,Full-time,Permanent,4,4,1,4,2,2,13,3,4,3,3
Germany,National,Full-time,Permanent,4,4,1,1,1,3,8,4,3,3,3
Denmark,National,Full-time,Permanent,3,3,2,2,2,2,30,4,3,3,3
UK,Transnational,Freelancer,NA,4,4,2,5,4,4,10,4,4,4,3
Austria,National,Full-time,Permanent,3,3,2,3,1,2,7,4,4,2,3
UK,National,Full-time,Permanent,4,5,1,4,4,4,26,2,2,2,2
Denmark,National,Full-time,Permanent,4,5,4,4,3,4,20,2,2,3,2
Austria,National,Full-time,Permanent,5,5,1,4,4,1,11,4,3,2,2
Germany,Regional,Full-time,Permanent,4,4,1,2,2,2,39,3,3,3,3
Denmark,National,Full-time,Permanent,3,4,3,3,3,4,12,3,3,2,3
Denmark,National,Full-time,Permanent,4,4,1,2,2,3,11,3,3,3,3
Austria,National,Full-time,Permanent,4,4,1,2,1,2,28,4,3,3,3
Switzerland,Regional,Full-time,Permanent,2,2,2,3,3,5,25,3,3,2,2
Austria,National,Full-time,Permanent,3,3,1,2,2,2,18,2,2,2,2
UK,Local,Full-time,Permanent,5,5,2,4,2,4,2,3,3,3,4
Denmark,National,Full-time,Temporary,3,4,2,4,2,4,5,3,3,3,2
Denmark,National,Full-time,Permanent,3,1,2,4,4,4,27,3,2,2,2
UK,Transnational,Full-time,Permanent,4,4,1,4,3,2,5,2,1,3,3
Denmark,National,Full-time,Permanent,4,4,1,2,2,1,12,3,2,2,3
Denmark,Local,Freelancer,NA,3,5,1,1,4,1,28,2,2,2,1
Austria,Regional,Full-time,Permanent,4,4,1,3,1,2,9,2,2,1,1
Switzerland,Regional,Full-time,Permanent,4,5,2,3,3,1,12,3,4,1,3
Denmark,National,Full-time,Permanent,4,4,2,4,2,3,1,3,3,3,2
Austria,National,Full-time,Permanent,4,4,1,1,2,1,20,3,3,2,2
Germany,Local,Full-time,Permanent,4,4,2,3,3,3,5,2,2,2,2
Switzerland,Regional,Part-time,Permanent,5,5,1,5,1,1,3,4,4,3,3
Denmark,National,Full-time,Temporary,2,2,3,3,3,3,10,2,2,2,2
Denmark,Regional,Full-time,Permanent,3,4,2,4,3,4,30,2,2,2,2
Switzerland,National,Part-time,Permanent,4,5,1,5,2,2,24,3,3,3,3
Denmark,Regional,Full-time,Permanent,5,5,2,4,4,4,21,3,3,3,3
Austria,Local,Freelancer,NA,4,4,3,4,2,4,29,2,2,1,2
UK,National,Full-time,Permanent,4,5,1,4,4,4,31,3,3,3,3
Switzerland,National,Part-time,Permanent,4,4,2,3,2,2,25,3,3,2,3
Switzerland,Local,Part-time,Temporary,4,4,2,2,2,2,25,3,3,2,2
Denmark,National,Freelancer,NA,5,4,1,4,5,3,17,4,3,3,3
UK,Transnational,Full-time,Permanent,5,5,1,1,1,1,22,3,2,1,3
Germany,Regional,Freelancer,NA,4,5,1,3,2,2,20,3,3,3,3
Germany,National,Full-time,Permanent,4,5,2,3,2,1,25,5,4,2,4
Austria,Local,Freelancer,NA,3,3,1,1,1,1,20,4,3,2,1
Denmark,National,Full-time,Permanent,4,4,3,3,3,3,8,3,2,2,2
Denmark,National,Full-time,Permanent,3,4,1,4,4,3,19,3,4,3,3
Germany,Regional,Full-time,Temporary,3,4,3,5,3,2,1,3,3,2,2
UK,Local,Full-time,Permanent,5,5,1,1,1,1,27,4,3,3,3
UK,Transnational,Full-time,Permanent,5,5,2,5,4,4,12,4,4,2,2
Austria,National,Full-time,Permanent,4,4,1,3,4,2,10,3,4,3,3
Switzerland,Regional,Full-time,Temporary,4,5,2,5,2,2,8,3,3,3,3
UK,Local,Full-time,Permanent,4,4,1,5,2,1,29,2,1,2,3
Austria,National,Freelancer,NA,4,2,1,4,3,3,3,4,4,3,3
Austria,Regional,Full-time,Permanent,5,4,1,5,2,1,40,4,3,3,3
UK,National,Full-time,Permanent,4,4,1,4,2,3,18,3,3,2,3
Switzerland,National,Full-time,Permanent,4,5,1,5,3,3,10,4,4,2,2
Switzerland,National,Part-time,Permanent,4,4,1,1,1,1,5,3,4,3,3
Germany,National,Full-time,Permanent,4,4,3,4,2,5,16,3,3,2,3
Austria,National,Full-time,Permanent,4,4,1,5,2,2,15,4,3,2,2
UK,Transnational,Part-time,Permanent,4,4,1,1,1,1,9,4,4,3,3
Austria,Local,Full-time,Permanent,3,3,1,4,4,1,23,2,2,2,2
Switzerland,National,Full-time,Permanent,3,4,1,1,2,1,5,4,4,3,3
Germany,Local,Full-time,Permanent,3,4,1,4,3,1,20,3,3,3,2
Denmark,National,Full-time,Permanent,5,5,1,1,1,3,25,3,3,3,3
Switzerland,Regional,Full-time,Permanent,4,4,2,4,1,2,9,3,4,3,2
UK,Transnational,Full-time,Permanent,4,5,2,4,2,3,11,3,3,3,3
Germany,National,Full-time,Permanent,3,4,2,5,3,2,19,4,3,2,3
UK,Transnational,Full-time,Permanent,5,5,1,4,4,2,25,2,2,2,2
UK,National,Full-time,Permanent,4,4,1,4,4,3,24,2,2,1,2
Austria,National,Freelancer,NA,5,4,1,3,2,1,22,3,2,2,2
Austria,National,Full-time,Permanent,5,5,1,1,1,1,20,3,3,2,2
UK,Transnational,Full-time,Permanent,4,3,1,2,1,4,2,3,3,3,2
Denmark,Regional,Full-time,Permanent,4,4,2,2,2,2,21,3,3,2,2
Switzerland,National,Part-time,Permanent,4,4,2,2,2,1,33,3,3,2,3
UK,National,Full-time,Permanent,3,3,1,5,3,3,10,3,3,3,3
Denmark,National,Full-time,Permanent,4,NA,1,2,3,1,44,3,2,2,2
UK,Local,Part-time,Permanent,4,5,4,5,4,3,4,3,2,2,3
Germany,Regional,Full-time,Permanent,5,5,1,2,1,4,35,3,3,3,3
Denmark,National,Freelancer,NA,3,4,1,1,1,1,29,3,3,3,3
Austria,Regional,Full-time,Permanent,4,4,1,1,2,2,6,3,3,2,3
Denmark,National,Full-time,Permanent,4,4,2,1,1,2,11,3,3,3,3
Austria,Regional,Full-time,Permanent,4,4,1,2,2,2,NA,3,3,3,3
Denmark,National,Freelancer,NA,4,4,2,3,4,4,40,4,3,3,3
Denmark,National,Full-time,NA,4,5,3,2,2,2,38,3,3,3,3
UK,Transnational,Full-time,Permanent,5,4,1,1,1,1,21,3,3,3,3
Austria,National,Full-time,Permanent,3,4,2,5,3,4,20,3,3,1,2
Denmark,National,Full-time,NA,2,2,5,1,2,1,19,3,4,2,2
Austria,National,Full-time,Permanent,4,5,1,2,1,1,34,4,4,3,3
Switzerland,Local,Full-time,Permanent,5,5,3,4,2,2,20,3,3,2,3
Germany,Regional,Full-time,Permanent,4,5,1,3,1,1,25,4,3,4,4
Denmark,Regional,Full-time,Permanent,4,4,2,2,2,4,23,4,3,2,3
UK,Regional,Full-time,NA,3,4,2,4,4,3,NA,3,3,3,3
Germany,Regional,Full-time,Permanent,4,5,2,4,2,3,16,3,3,2,2
Germany,Regional,Full-time,Permanent,3,4,3,4,3,2,1,3,4,3,3
Denmark,National,Freelancer,NA,4,4,2,4,4,4,7,2,3,2,3
Germany,Local,Full-time,Permanent,5,5,1,4,2,3,34,3,2,2,3
Austria,National,Full-time,Permanent,4,5,1,3,1,2,26,2,2,2,2
Switzerland,Regional,Full-time,Permanent,5,5,1,1,1,1,25,3,3,3,3
Austria,National,Full-time,Permanent,3,3,1,5,2,3,10,2,2,2,2
Denmark,National,Full-time,Permanent,3,4,1,3,5,4,22,3,3,3,3
Denmark,National,Full-time,NA,4,3,1,1,2,1,35,3,3,2,2
Denmark,National,Full-time,Permanent,4,4,1,1,1,1,21,2,3,2,2
Germany,Regional,Full-time,Permanent,5,5,2,2,2,2,35,3,3,3,3
Switzerland,Regional,Full-time,Permanent,4,4,1,3,2,2,18,3,4,3,3
Denmark,National,Full-time,Permanent,5,4,1,5,1,3,35,2,3,2,2
UK,National,Freelancer,NA,5,4,1,3,5,5,30,4,4,4,4
Switzerland,Regional,Full-time,Permanent,4,4,1,4,4,2,4,4,4,3,3
Austria,National,Full-time,Permanent,4,4,1,3,3,1,7,3,3,3,3
Denmark,National,Freelancer,NA,5,4,3,4,3,4,10,1,1,1,1
Denmark,Regional,Full-time,NA,4,4,3,3,2,3,8,4,3,3,3
Denmark,National,Full-time,Permanent,2,3,1,4,1,4,13,4,4,3,3
